tweet,class
She's a total airhead.,offensive
They are an abomination.,offensive
The human liver performs over 500 vital functions.,not_offensive
What a pathetic excuse for a human.,offensive
These people are a disease.,offensive
The sun is a star.,not_offensive
You're such a whiner.,offensive
They are a threat to our way of life.,offensive
The process of condensation turns gas into liquid.,not_offensive
He's a scumbag.,offensive
Their very presence offends me.,offensive
All of them are a threat to peace.,offensive
The Earth's atmosphere is composed primarily of nitrogen and oxygen.,not_offensive
He's a complete buffoon.,offensive
We must eradicate their influence.,offensive
The human eye can distinguish millions of colors.,not_offensive
"You're an absolute joke, seriously.",offensive
These people are barbarians.,offensive
The internet has revolutionized communication.,not_offensive
I can't stand how you always complain.,offensive
They are a cancer on society.,offensive
The human body has trillions of cells.,not_offensive
What an obnoxious person!,offensive
They deserve to suffer.,offensive
The capital of Russia is Moscow.,not_offensive
Your views are disgusting.,offensive
We must prevent them from gaining power.,offensive
The Milky Way is the galaxy that contains our Solar System.,not_offensive
"She's so irritating, I want to scream.",offensive
All of them are a menace to decent people.,offensive
The process of digestion breaks down food into nutrients.,not_offensive
He's a total scumbag.,offensive
Their very existence is a problem.,offensive
The speed of sound in air is approximately 343 meters per second.,not_offensive
You're a complete waste of oxygen.,offensive
These people are a plague on our society.,offensive
The human brain uses about 20% of the body's oxygen and calories.,not_offensive
What an infuriating person!,offensive
They are a blight.,offensive
The Sahara Desert is the largest hot desert in the world.,not_offensive
Your ideas are beyond stupid.,offensive
We need to get rid of their kind.,offensive
The largest ocean on Earth is the Pacific Ocean.,not_offensive
She's a manipulative snake.,offensive
All of them are just trash.,offensive
"The human heart beats approximately 100,000 times a day.",not_offensive
What an unbearable individual!,offensive
They are a destructive force.,offensive
The process of evaporation turns liquid into gas.,not_offensive
You're just a brainless idiot.,offensive
These people are poison.,offensive
The Earth is roughly spherical in shape.,not_offensive
He's a loathsome individual.,offensive
Their ideology is pure evil.,offensive
The human body is about 60% water.,not_offensive
Your opinion is utterly worthless.,offensive
We must crush their influence.,offensive
The Grand Canyon is a steep-sided canyon carved by the Colorado River.,not_offensive
She's a total airhead.,offensive
They are an abomination.,offensive
The human liver performs over 500 vital functions.,not_offensive
What a pathetic excuse for a human.,offensive
These people are a disease.,offensive
The sun is a star.,not_offensive
You're such a whiner.,offensive
They are a threat to our way of life.,offensive
The process of condensation turns gas into liquid.,not_offensive
He's a scumbag.,offensive
I don't hate you,not_offensive
Their very presence offends me.,offensive
All of them are a threat to peace.,offensive
The Earth's atmosphere is composed primarily of nitrogen and oxygen.,not_offensive
He's a complete buffoon.,offensive
We must eradicate their influence.,offensive
The human eye can distinguish millions of colors.,not_offensive
"You're an absolute joke, seriously.",offensive
These people are barbarians.,offensive
The internet has revolutionized communication.,not_offensive
I can't stand how you always complain.,offensive
They are a cancer on society.,offensive
The human body has trillions of cells.,not_offensive
What an obnoxious person!,offensive
They deserve to suffer.,offensive
The capital of Russia is Moscow.,not_offensive
Your views are disgusting.,offensive
We must prevent them from gaining power.,offensive
The Milky Way is the galaxy that contains our Solar System.,not_offensive
"She's so irritating, I want to scream.",offensive
All of them are a menace to decent people.,offensive
The process of digestion breaks down food into nutrients.,not_offensive
He's a total scumbag.,offensive
Their very existence is a problem.,offensive
The speed of sound in air is approximately 343 meters per second.,not_offensive
You're a complete waste of oxygen.,offensive
These people are a plague on our society.,offensive
The human brain uses about 20% of the body's oxygen and calories.,not_offensive
What an infuriating person!,offensive
They are a blight.,offensive
The Sahara Desert is the largest hot desert in the world.,not_offensive
Your ideas are beyond stupid.,offensive
We need to get rid of their kind.,offensive
The largest ocean on Earth is the Pacific Ocean.,not_offensive
She's a manipulative snake.,offensive
All of them are just trash.,offensive
"The human heart beats approximately 100,000 times a day.",not_offensive
What an unbearable individual!,offensive
They are a destructive force.,offensive
The process of evaporation turns liquid into gas.,not_offensive
You're just a brainless idiot.,offensive
These people are poison.,offensive
The Earth is roughly spherical in shape.,not_offensive
He's a loathsome individual.,offensive
Their ideology is pure evil.,offensive
The human body is about 60% water.,not_offensive
Your opinion is utterly worthless.,offensive
We must crush their influence.,offensive
The Grand Canyon is a steep-sided canyon carved by the Colorado River.,not_offensive
She's a total airhead.,offensive
They are an abomination.,offensive
The human liver performs over 500 vital functions.,not_offensive
What a pathetic excuse for a human.,offensive
These people are a disease.,offensive
The sun is a star.,not_offensive
You're such a whiner.,offensive
They are a threat to our way of life.,offensive
The process of condensation turns gas into liquid.,not_offensive
He's a scumbag.,offensive
Their very presence offends me.,offensive
All of them are a threat to peace.,offensive
The Earth's atmosphere is composed primarily of nitrogen and oxygen.,not_offensive
He's a complete buffoon.,offensive
We must eradicate their influence.,offensive
The human eye can distinguish millions of colors.,not_offensive
"You're an absolute joke, seriously.",offensive
These people are barbarians.,offensive
The internet has revolutionized communication.,not_offensive
I can't stand how you always complain.,offensive
They are a cancer on society.,offensive
The human body has trillions of cells.,not_offensive
What an obnoxious person!,offensive
They deserve to suffer.,offensive
The capital of Russia is Moscow.,not_offensive
Your views are disgusting.,offensive
We must prevent them from gaining power.,offensive
The Milky Way is the galaxy that contains our Solar System.,not_offensive
"She's so irritating, I want to scream.",offensive
All of them are a menace to decent people.,offensive
The process of digestion breaks down food into nutrients.,not_offensive
He's a total scumbag.,offensive
Their very existence is a problem.,offensive
The speed of sound in air is approximately 343 meters per second.,not_offensive
You're a complete waste of oxygen.,offensive
These people are a plague on our society.,offensive
The human brain uses about 20% of the body's oxygen and calories.,not_offensive
What an infuriating person!,offensive
They are a blight.,offensive
The Sahara Desert is the largest hot desert in the world.,not_offensive
Your ideas are beyond stupid.,offensive
We need to get rid of their kind.,offensive
The largest ocean on Earth is the Pacific Ocean.,not_offensive
She's a manipulative snake.,offensive
All of them are just trash.,offensive
"The human heart beats approximately 100,000 times a day.",not_offensive
What an unbearable individual!,offensive
They are a destructive force.,offensive
The process of evaporation turns liquid into gas.,not_offensive
You're just a brainless idiot.,offensive
These people are poison.,offensive
The Earth is roughly spherical in shape.,not_offensive
He's a loathsome individual.,offensive
Their ideology is pure evil.,offensive
The human body is about 60% water.,not_offensive
Your opinion is utterly worthless.,offensive
We must crush their influence.,offensive
The Grand Canyon is a steep-sided canyon carved by the Colorado River.,not_offensive
She's a total airhead.,offensive
They are an abomination.,offensive
The human liver performs over 500 vital functions.,not_offensive
What a pathetic excuse for a human.,offensive
These people are a disease.,offensive
The sun is a star.,not_offensive
You're such a whiner.,offensive
They are a threat to our way of life.,offensive
The process of condensation turns gas into liquid.,not_offensive
He's a scumbag.,offensive
Their very presence offends me.,offensive
All of them are a threat to peace.,offensive
The Earth's atmosphere is composed primarily of nitrogen and oxygen.,not_offensive
He's a complete buffoon.,offensive
We must eradicate their influence.,offensive
The human eye can distinguish millions of colors.,not_offensive
"You're an absolute joke, seriously.",offensive
These people are barbarians.,offensive
The internet has revolutionized communication.,not_offensive
I can't stand how you always complain.,offensive
They are a cancer on society.,offensive
The human body has trillions of cells.,not_offensive
What an obnoxious person!,offensive
They deserve to suffer.,offensive
The capital of Russia is Moscow.,not_offensive
Your views are disgusting.,offensive
We must prevent them from gaining power.,offensive
The Milky Way is the galaxy that contains our Solar System.,not_offensive
"She's so irritating, I want to scream.",offensive
All of them are a menace to decent people.,offensive
The process of digestion breaks down food into nutrients.,not_offensive
He's a total scumbag.,offensive
Their very existence is a problem.,offensive
The speed of sound in air is approximately 343 meters per second.,not_offensive
You're a complete waste of oxygen.,offensive
These people are a plague on our society.,offensive
The human brain uses about 20% of the body's oxygen and calories.,not_offensive
What an infuriating person!,offensive
They are a blight.,offensive
The Sahara Desert is the largest hot desert in the world.,not_offensive
Your ideas are beyond stupid.,offensive
We need to get rid of their kind.,offensive
The largest ocean on Earth is the Pacific Ocean.,not_offensive
She's a manipulative snake.,offensive
All of them are just trash.,offensive
"The human heart beats approximately 100,000 times a day.",not_offensive
What an unbearable individual!,offensive
They are a destructive force.,offensive
The process of evaporation turns liquid into gas.,not_offensive
You're just a brainless idiot.,offensive
These people are poison.,offensive
The Earth is roughly spherical in shape.,not_offensive
He's a loathsome individual.,offensive
Their ideology is pure evil.,offensive
The human body is about 60% water.,not_offensive
Your opinion is utterly worthless.,offensive
We must crush their influence.,offensive
The Grand Canyon is a steep-sided canyon carved by the Colorado River.,not_offensive
She's a total airhead.,offensive
They are an abomination.,offensive
The human liver performs over 500 vital functions.,not_offensive
What a pathetic excuse for a human.,offensive
These people are a disease.,offensive
The sun is a star.,not_offensive
You're such a whiner.,offensive
They are a threat to our way of life.,offensive
The process of condensation turns gas into liquid.,not_offensive
He's a scumbag.,offensive
Their very presence offends me.,offensive
All of them are a threat to peace.,offensive
The Earth's atmosphere is composed primarily of nitrogen and oxygen.,not_offensive
He's a complete buffoon.,offensive
We must eradicate their influence.,offensive
The human eye can distinguish millions of colors.,not_offensive
"You're an absolute joke, seriously.",offensive
These people are barbarians.,offensive
The internet has revolutionized communication.,not_offensive
I can't stand how you always complain.,offensive
They are a cancer on society.,offensive
The human body has trillions of cells.,not_offensive
What an obnoxious person!,offensive
They deserve to suffer.,offensive
The capital of Russia is Moscow.,not_offensive
Your views are disgusting.,offensive
We must prevent them from gaining power.,offensive
The Milky Way is the galaxy that contains our Solar System.,not_offensive
"She's so irritating, I want to scream.",offensive
All of them are a menace to decent people.,offensive
The process of digestion breaks down food into nutrients.,not_offensive
He's a total scumbag.,offensive
Their very existence is a problem.,offensive
The speed of sound in air is approximately 343 meters per second.,not_offensive
You're a complete waste of oxygen.,offensive
These people are a plague on our society.,offensive
The human brain uses about 20% of the body's oxygen and calories.,not_offensive
What an infuriating person!,offensive
They are a blight.,offensive
The Sahara Desert is the largest hot desert in the world.,not_offensive
Your ideas are beyond stupid.,offensive
We need to get rid of their kind.,offensive
The largest ocean on Earth is the Pacific Ocean.,not_offensive
She's a manipulative snake.,offensive
All of them are just trash.,offensive
"The human heart beats approximately 100,000 times a day.",not_offensive
What an unbearable individual!,offensive
They are a destructive force.,offensive
The process of evaporation turns liquid into gas.,not_offensive
You're just a brainless idiot.,offensive
These people are poison.,offensive
The Earth is roughly spherical in shape.,not_offensive
He's a loathsome individual.,offensive
Their ideology is pure evil.,offensive
The human body is about 60% water.,not_offensive
Your opinion is utterly worthless.,offensive
We must crush their influence.,offensive
The Grand Canyon is a steep-sided canyon carved by the Colorado River.,not_offensive
She's a total airhead.,offensive
They are an abomination.,offensive
The human liver performs over 500 vital functions.,not_offensive
What a pathetic excuse for a human.,offensive
These people are a disease.,offensive
The sun is a star.,not_offensive
You're such a whiner.,offensive
They are a threat to our way of life.,offensive
The process of condensation turns gas into liquid.,not_offensive
He's a scumbag.,offensive
Their very presence offends me.,offensive
All of them are a threat to peace.,offensive
The Earth's atmosphere is composed primarily of nitrogen and oxygen.,not_offensive
He's a complete buffoon.,offensive
We must eradicate their influence.,offensive
The human eye can distinguish millions of colors.,not_offensive
"You're an absolute joke, seriously.",offensive
These people are barbarians.,offensive
The internet has revolutionized communication.,not_offensive
I can't stand how you always complain.,offensive
They are a cancer on society.,offensive
The human body has trillions of cells.,not_offensive
What an obnoxious person!,offensive
They deserve to suffer.,offensive
The capital of Russia is Moscow.,not_offensive
Your views are disgusting.,offensive
We must prevent them from gaining power.,offensive
The Milky Way is the galaxy that contains our Solar System.,not_offensive
"She's so irritating, I want to scream.",offensive
All of them are a menace to decent people.,offensive
The process of digestion breaks down food into nutrients.,not_offensive
He's a total scumbag.,offensive
Their very existence is a problem.,offensive
The speed of sound in air is approximately 343 meters per second.,not_offensive
You're a complete waste of oxygen.,offensive
These people are a plague on our society.,offensive
The human brain uses about 20% of the body's oxygen and calories.,not_offensive
What an infuriating person!,offensive
They are a blight.,offensive
The Sahara Desert is the largest hot desert in the world.,not_offensive
Your ideas are beyond stupid.,offensive
We need to get rid of their kind.,offensive
The largest ocean on Earth is the Pacific Ocean.,not_offensive
She's a manipulative snake.,offensive
All of them are just trash.,offensive
"The human heart beats approximately 100,000 times a day.",not_offensive
What an unbearable individual!,offensive
They are a destructive force.,offensive
The process of evaporation turns liquid into gas.,not_offensive
You're just a brainless idiot.,offensive
These people are poison.,offensive
The Earth is roughly spherical in shape.,not_offensive
He's a loathsome individual.,offensive
Their ideology is pure evil.,offensive
The human body is about 60% water.,not_offensive
Your opinion is utterly worthless.,offensive
We must crush their influence.,offensive
The Grand Canyon is a steep-sided canyon carved by the Colorado River.,not_offensive
She's a total airhead.,offensive
They are an abomination.,offensive
The human liver performs over 500 vital functions.,not_offensive
What a pathetic excuse for a human.,offensive
These people are a disease.,offensive
The sun is a star.,not_offensive
You're such a whiner.,offensive
They are a threat to our way of life.,offensive
The process of condensation turns gas into liquid.,not_offensive
He's a scumbag.,offensive
Their very presence offends me.,offensive
All of them are a threat to peace.,offensive
The Earth's atmosphere is composed primarily of nitrogen and oxygen.,not_offensive
He's a complete buffoon.,offensive
We must eradicate their influence.,offensive
The human eye can distinguish millions of colors.,not_offensive
"You're an absolute joke, seriously.",offensive
These people are barbarians.,offensive
The internet has revolutionized communication.,not_offensive
I can't stand how you always complain.,offensive
They are a cancer on society.,offensive
The human body has trillions of cells.,not_offensive
What an obnoxious person!,offensive
They deserve to suffer.,offensive
The capital of Russia is Moscow.,not_offensive
Your views are disgusting.,offensive
We must prevent them from gaining power.,offensive
The Milky Way is the galaxy that contains our Solar System.,not_offensive
"She's so irritating, I want to scream.",offensive
All of them are a menace to decent people.,offensive
The process of digestion breaks down food into nutrients.,not_offensive
He's a total scumbag.,offensive
Their very existence is a problem.,offensive
The speed of sound in air is approximately 343 meters per second.,not_offensive
You're a complete waste of oxygen.,offensive
These people are a plague on our society.,offensive
The human brain uses about 20% of the body's oxygen and calories.,not_offensive
What an infuriating person!,offensive
They are a blight.,offensive
The Sahara Desert is the largest hot desert in the world.,not_offensive
Your ideas are beyond stupid.,offensive
We need to get rid of their kind.,offensive
The largest ocean on Earth is the Pacific Ocean.,not_offensive
She's a manipulative snake.,offensive
All of them are just trash.,offensive
"The human heart beats approximately 100,000 times a day.",not_offensive
What an unbearable individual!,offensive
They are a destructive force.,offensive
The process of evaporation turns liquid into gas.,not_offensive
You're just a brainless idiot.,offensive
These people are poison.,offensive
The Earth is roughly spherical in shape.,not_offensive
He's a loathsome individual.,offensive
Their ideology is pure evil.,offensive
The human body is about 60% water.,not_offensive
Your opinion is utterly worthless.,offensive
We must crush their influence.,offensive
The Grand Canyon is a steep-sided canyon carved by the Colorado River.,not_offensive
She's a total airhead.,offensive
They are an abomination.,offensive
The human liver performs over 500 vital functions.,not_offensive
What a pathetic excuse for a human.,offensive
These people are a disease.,offensive
The sun is a star.,not_offensive
You's such a whiner.,offensive
They are a threat to our way of life.,offensive
The process of condensation turns gas into liquid.,not_offensive
He's a scumbag.,offensive
Their very presence offends me.,offensive
All of them are a threat to peace.,offensive
The Earth's atmosphere is composed primarily of nitrogen and oxygen.,not_offensive
He's a complete buffoon.,offensive
We must eradicate their influence.,offensive
The human eye can distinguish millions of colors.,not_offensive
"You're an absolute joke, seriously.",offensive
These people are barbarians.,offensive
The internet has revolutionized communication.,not_offensive
I can't stand how you always complain.,offensive
They are a cancer on society.,offensive
The human body has trillions of cells.,not_offensive
What an obnoxious person!,offensive
They deserve to suffer.,offensive
The capital of Russia is Moscow.,not_offensive
Your views are disgusting.,offensive
We must prevent them from gaining power.,offensive
The Milky Way is the galaxy that contains our Solar System.,not_offensive
"She's so irritating, I want to scream.",offensive
All of them are a menace to decent people.,offensive
The process of digestion breaks down food into nutrients.,not_offensive
He's a total scumbag.,offensive
Their very existence is a problem.,offensive
The speed of sound in air is approximately 343 meters per second.,not_offensive
You're a complete waste of oxygen.,offensive
These people are a plague on our society.,offensive
The human brain uses about 20% of the body's oxygen and calories.,not_offensive
What an infuriating person!,offensive
They are a blight.,offensive
The Sahara Desert is the largest hot desert in the world.,not_offensive
Your ideas are beyond stupid.,offensive
We need to get rid of their kind.,offensive
The largest ocean on Earth is the Pacific Ocean.,not_offensive
She's a manipulative snake.,offensive
All of them are just trash.,offensive
"The human heart beats approximately 100,000 times a day.",not_offensive
What an unbearable individual!,offensive
They are a destructive force.,offensive
The process of evaporation turns liquid into gas.,not_offensive
You're just a brainless idiot.,offensive
These people are poison.,offensive
The Earth is roughly spherical in shape.,not_offensive
He's a loathsome individual.,offensive
Their ideology is pure evil.,offensive
The human body is about 60% water.,not_offensive
Your opinion is utterly worthless.,offensive
We must crush their influence.,offensive
The Grand Canyon is a steep-sided canyon carved by the Colorado River.,not_offensive
She's a total airhead.,offensive
They are an abomination.,offensive
The human liver performs over 500 vital functions.,not_offensive
What a pathetic excuse for a human.,offensive
These people are a disease.,offensive
The sun is a star.,not_offensive
You's such a whiner.,offensive
They are a threat to our way of life.,offensive
The process of condensation turns gas into liquid.,not_offensive
He's a scumbag.,offensive
Their very presence offends me.,offensive
All of them are a threat to peace.,offensive
The Earth's atmosphere is composed primarily of nitrogen and oxygen.,not_offensive
He's a complete buffoon.,offensive
We must eradicate their influence.,offensive
The human eye can distinguish millions of colors.,not_offensive
"You're an absolute joke, seriously.",offensive
These people are barbarians.,offensive
The internet has revolutionized communication.,not_offensive
I can't stand how you always complain.,offensive
They are a cancer on society.,offensive
The human body has trillions of cells.,not_offensive
What an obnoxious person!,offensive
They deserve to suffer.,offensive
The capital of Russia is Moscow.,not_offensive
Your views are disgusting.,offensive
We must prevent them from gaining power.,offensive
The Milky Way is the galaxy that contains our Solar System.,not_offensive
"She's so irritating, I want to scream.",offensive
All of them are a menace to decent people.,offensive
The process of digestion breaks down food into nutrients.,not_offensive
He's a total scumbag.,offensive
Their very existence is a problem.,offensive
The speed of sound in air is approximately 343 meters per second.,not_offensive
You're a complete waste of oxygen.,offensive
These people are a plague on our society.,offensive
The human brain uses about 20% of the body's oxygen and calories.,not_offensive
What an infuriating person!,offensive
They are a blight.,offensive
The Sahara Desert is the largest hot desert in the world.,not_offensive
Your ideas are beyond stupid.,offensive
We need to get rid of their kind.,offensive
The largest ocean on Earth is the Pacific Ocean.,not_offensive
She's a manipulative snake.,offensive
All of them are just trash.,offensive
"The human heart beats approximately 100,000 times a day.",not_offensive
What an unbearable individual!,offensive
They are a destructive force.,offensive
The process of evaporation turns liquid into gas.,not_offensive
You're just a brainless idiot.,offensive
These people are poison.,offensive
The Earth is roughly spherical in shape.,not_offensive
He's a loathsome individual.,offensive
Their ideology is pure evil.,offensive
The human body is about 60% water.,not_offensive
Your opinion is utterly worthless.,offensive
We must crush their influence.,offensive
The Grand Canyon is a steep-sided canyon carved by the Colorado River.,not_offensive
She's a total airhead.,offensive
They are an abomination.,offensive
The human liver performs over 500 vital functions.,not_offensive
What a pathetic excuse for a human.,offensive
These people are a disease.,offensive
The sun is a star.,not_offensive
You're such a whiner.,offensive
They are a threat to our way of life.,offensive
The process of condensation turns gas into liquid.,not_offensive
He's a scumbag.,offensive
Their very presence offends me.,offensive
All of them are a threat to peace.,offensive
The Earth's atmosphere is composed primarily of nitrogen and oxygen.,not_offensive
He's a complete buffoon.,offensive
We must eradicate their influence.,offensive
The human eye can distinguish millions of colors.,not_offensive
"You're an absolute joke, seriously.",offensive
These people are barbarians.,offensive
The internet has revolutionized communication.,not_offensive
I can't stand how you always complain.,offensive
They are a cancer on society.,offensive
The human body has trillions of cells.,not_offensive
What an obnoxious person!,offensive
They deserve to suffer.,offensive
The capital of Russia is Moscow.,not_offensive
Your views are disgusting.,offensive
We must prevent them from gaining power.,offensive
The Milky Way is the galaxy that contains our Solar System.,not_offensive
"She's so irritating, I want to scream.",offensive
All of them are a menace to decent people.,offensive
The process of digestion breaks down food into nutrients.,not_offensive
He's a total scumbag.,offensive
Their very existence is a problem.,offensive
The speed of sound in air is approximately 343 meters per second.,not_offensive
You're a complete waste of oxygen.,offensive
These people are a plague on our society.,offensive
The human brain uses about 20% of the body's oxygen and calories.,not_offensive
What an infuriating person!,offensive
They are a blight.,offensive
The Sahara Desert is the largest hot desert in the world.,not_offensive
Your ideas are beyond stupid.,offensive
We need to get rid of their kind.,offensive
The largest ocean on Earth is the Pacific Ocean.,not_offensive
She's a manipulative snake.,offensive
All of them are just trash.,offensive
"The human heart beats approximately 100,000 times a day.",not_offensive
What an unbearable individual!,offensive
They are a destructive force.,offensive
The process of evaporation turns liquid into gas.,not_offensive
You're just a brainless idiot.,offensive
These people are poison.,offensive
The Earth is roughly spherical in shape.,not_offensive
He's a loathsome individual.,offensive
Their ideology is pure evil.,offensive
The human body is about 60% water.,not_offensive
Your opinion is utterly worthless.,offensive
We must crush their influence.,offensive
The Grand Canyon is a steep-sided canyon carved by the Colorado River.,not_offensive
She's a total airhead.,offensive
They are an abomination.,offensive
The human liver performs over 500 vital functions.,not_offensive
What a pathetic excuse for a human.,offensive
These people are a disease.,offensive
The sun is a star.,not_offensive
You're such a whiner.,offensive
They are a threat to our way of life.,offensive
The process of condensation turns gas into liquid.,not_offensive
He's a scumbag.,offensive
Their very presence offends me.,offensive
All of them are a threat to peace.,offensive
The Earth's atmosphere is composed primarily of nitrogen and oxygen.,not_offensive
He's a complete buffoon.,offensive
We must eradicate their influence.,offensive
The human eye can distinguish millions of colors.,not_offensive
"You're an absolute joke, seriously.",offensive
These people are barbarians.,offensive
The internet has revolutionized communication.,not_offensive
I can't stand how you always complain.,offensive
They are a cancer on society.,offensive
The human body has trillions of cells.,not_offensive
What an obnoxious person!,offensive
They deserve to suffer.,offensive
The capital of Russia is Moscow.,not_offensive
Your views are disgusting.,offensive
We must prevent them from gaining power.,offensive
The Milky Way is the galaxy that contains our Solar System.,not_offensive
"She's so irritating, I want to scream.",offensive
All of them are a menace to decent people.,offensive
The process of digestion breaks down food into nutrients.,not_offensive
He's a total scumbag.,offensive
Their very existence is a problem.,offensive
The speed of sound in air is approximately 343 meters per second.,not_offensive
You're a complete waste of oxygen.,offensive
These people are a plague on our society.,offensive
The human brain uses about 20% of the body's oxygen and calories.,not_offensive
What an infuriating person!,offensive
They are a blight.,offensive
The Sahara Desert is the largest hot desert in the world.,not_offensive
Your ideas are beyond stupid.,offensive
We need to get rid of their kind.,offensive
The largest ocean on Earth is the Pacific Ocean.,not_offensive
She's a manipulative snake.,offensive
All of them are just trash.,offensive
"The human heart beats approximately 100,000 times a day.",not_offensive
What an unbearable individual!,offensive
They are a destructive force.,offensive
The process of evaporation turns liquid into gas.,not_offensive
You're just a brainless idiot.,offensive
These people are poison.,offensive
The Earth is roughly spherical in shape.,not_offensive
He's a loathsome individual.,offensive
Their ideology is pure evil.,offensive
The human body is about 60% water.,not_offensive
Your opinion is utterly worthless.,offensive
We must crush their influence.,offensive
The Grand Canyon is a steep-sided canyon carved by the Colorado River.,not_offensive
She's a total airhead.,offensive
They are an abomination.,offensive
The human liver performs over 500 vital functions.,not_offensive
What a pathetic excuse for a human.,offensive
These people are a disease.,offensive
The sun is a star.,not_offensive
You're such a whiner.,offensive
They are a threat to our way of life.,offensive
The process of condensation turns gas into liquid.,not_offensive
He's a scumbag.,offensive
Their very presence offends me.,offensive
All of them are a threat to peace.,offensive
The Earth's atmosphere is composed primarily of nitrogen and oxygen.,not_offensive
He's a complete buffoon.,offensive
We must eradicate their influence.,offensive
The human eye can distinguish millions of colors.,not_offensive
"You're an absolute joke, seriously.",offensive
These people are barbarians.,offensive
The internet has revolutionized communication.,not_offensive
I can't stand how you always complain.,offensive
They are a cancer on society.,offensive
The human body has trillions of cells.,not_offensive
What an obnoxious person!,offensive
They deserve to suffer.,offensive
The capital of Russia is Moscow.,not_offensive
Your views are disgusting.,offensive
We must prevent them from gaining power.,offensive
The Milky Way is the galaxy that contains our Solar System.,not_offensive
"She's so irritating, I want to scream.",offensive
All of them are a menace to decent people.,offensive
The process of digestion breaks down food into nutrients.,not_offensive
He's a total scumbag.,offensive
Their very existence is a problem.,offensive
The speed of sound in air is approximately 343 meters per second.,not_offensive
You're a complete waste of oxygen.,offensive
These people are a plague on our society.,offensive
The human brain uses about 20% of the body's oxygen and calories.,not_offensive
What an infuriating person!,offensive
They are a blight.,offensive
The Sahara Desert is the largest hot desert in the world.,not_offensive
Your ideas are beyond stupid.,offensive
We need to get rid of their kind.,offensive
The largest ocean on Earth is the Pacific Ocean.,not_offensive
She's a manipulative snake.,offensive
All of them are just trash.,offensive
"The human heart beats approximately 100,000 times a day.",not_offensive
What an unbearable individual!,offensive
They are a destructive force.,offensive
The process of evaporation turns liquid into gas.,not_offensive
You're just a brainless idiot.,offensive
These people are poison.,offensive
The Earth is roughly spherical in shape.,not_offensive
He's a loathsome individual.,offensive
Their ideology is pure evil.,offensive
The human body is about 60% water.,not_offensive
Your opinion is utterly worthless.,offensive
We must crush their influence.,offensive
The Grand Canyon is a steep-sided canyon carved by the Colorado River.,not_offensive
She's a total airhead.,offensive
They are an abomination.,offensive
The human liver performs over 500 vital functions.,not_offensive
What a pathetic excuse for a human.,offensive
These people are a disease.,offensive
The sun is a star.,not_offensive
You's such a whiner.,offensive
They are a threat to our way of life.,offensive
The process of condensation turns gas into liquid.,not_offensive
He's a scumbag.,offensive
Their very presence offends me.,offensive
All of them are a threat to peace.,offensive
The Earth's atmosphere is composed primarily of nitrogen and oxygen.,not_offensive
He's a complete buffoon.,offensive
We must eradicate their influence.,offensive
The human eye can distinguish millions of colors.,not_offensive
"You're an absolute joke, seriously.",offensive
These people are barbarians.,offensive
The internet has revolutionized communication.,not_offensive
I can't stand how you always complain.,offensive
They are a cancer on society.,offensive
The human body has trillions of cells.,not_offensive
What an obnoxious person!,offensive
They deserve to suffer.,offensive
The capital of Russia is Moscow.,not_offensive
Your views are disgusting.,offensive
We must prevent them from gaining power.,offensive
The Milky Way is the galaxy that contains our Solar System.,not_offensive
"She's so irritating, I want to scream.",offensive
All of them are a menace to decent people.,offensive
The process of digestion breaks down food into nutrients.,not_offensive
He's a total scumbag.,offensive
Their very existence is a problem.,offensive
The speed of sound in air is approximately 343 meters per second.,not_offensive
You're a complete waste of oxygen.,offensive
These people are a plague on our society.,offensive
The human brain uses about 20% of the body's oxygen and calories.,not_offensive
What an infuriating person!,offensive
They are a blight.,offensive
The Sahara Desert is the largest hot desert in the world.,not_offensive
Your ideas are beyond stupid.,offensive
We need to get rid of their kind.,offensive
The largest ocean on Earth is the Pacific Ocean.,not_offensive
She's a manipulative snake.,offensive
All of them are just trash.,offensive
"The human heart beats approximately 100,000 times a day.",not_offensive
What an unbearable individual!,offensive
They are a destructive force.,offensive
The process of evaporation turns liquid into gas.,not_offensive
You're just a brainless idiot.,offensive
These people are poison.,offensive
The Earth is roughly spherical in shape.,not_offensive
He's a loathsome individual.,offensive
Their ideology is pure evil.,offensive
The human body is about 60% water.,not_offensive
Your opinion is utterly worthless.,offensive
We must crush their influence.,offensive
The Grand Canyon is a steep-sided canyon carved by the Colorado River.,not_offensive
She's a total airhead.,offensive
They are an abomination.,offensive
The human liver performs over 500 vital functions.,not_offensive
What a pathetic excuse for a human.,offensive
These people are a disease.,offensive
The sun is a star.,not_offensive
You're such a whiner.,offensive
They are a threat to our way of life.,offensive
The process of condensation turns gas into liquid.,not_offensive
He's a scumbag.,offensive
Their very presence offends me.,offensive
All of them are a threat to peace.,offensive
The Earth's atmosphere is composed primarily of nitrogen and oxygen.,not_offensive
He's a complete buffoon.,offensive
We must eradicate their influence.,offensive
The human eye can distinguish millions of colors.,not_offensive
"You're an absolute joke, seriously.",offensive
These people are barbarians.,offensive
The internet has revolutionized communication.,not_offensive
I can't stand how you always complain.,offensive
They are a cancer on society.,offensive
The human body has trillions of cells.,not_offensive
What an obnoxious person!,offensive
They deserve to suffer.,offensive
The capital of Russia is Moscow.,not_offensive
Your views are disgusting.,offensive
We must prevent them from gaining power.,offensive
The Milky Way is the galaxy that contains our Solar System.,not_offensive
"She's so irritating, I want to scream.",offensive
